2020adgc 0.042 41.904167 -28.44845
filter ATgr
60694.071687 -21.395 0.851
60694.075809 21.247 0.764
60694.084949 -20.712 0.39
60697.140912 20.703 0.744
60698.078707 -20.743 0.521
60698.081887 20.626 0.545
60698.100273 21.163 0.932
60701.053749 21.083 0.739
60702.099362 21.298 0.75
60705.04319 20.658 0.612
60705.058541 20.093 0.33
60706.065777 21.099 0.812
60706.074395 -21.25 0.785
filter ATri
60685.097483 20.269 0.675
60685.100346 20.086 0.533
60685.106267 20.195 0.568
60686.095333 -19.779 0.597
60686.098519 20.201 0.816
60686.116669 19.968 0.83
60686.88376 20.016 0.606
60687.842659 20.104 0.809
60687.857476 19.872 0.643
60690.081756 -18.846 0.474
60690.092344 19.911 0.904
60690.096579 19.909 0.621
60690.114423 19.347 0.704
60690.829827 19.722 0.47
60691.817778 20.826 0.865
60691.820567 19.929 0.417
60693.08618 20.663 0.765
60694.824876 -20.306 0.428
60694.828038 -20.602 0.654
60695.819037 -21.012 0.814
60695.822795 -20.858 0.884
60695.830116 20.694 0.697
60698.817567 21.256 0.921
60699.797322 -20.879 0.753
60703.793249 20.358 0.503
60703.796411 20.692 0.729
60703.801884 20.973 0.911
60703.812848 -20.574 0.527
60706.782138 20.451 0.855
60707.778296 19.697 0.531
60707.781454 -19.976 0.437
60709.055165 -21.079 0.88
60709.058379 -20.498 0.573
60709.063616 20.596 0.882
60710.054538 20.566 0.868
