objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, t0, t0_err, x0, x0_err, x1, x1_err, c, c_err, mu, mu_err, hostMass, hostMass_err
2009F, 74.848167, -11.130583, 0.013, 0.011887385473730472, 1837.75, 1884.63, CSP, 1843.2686531456259, 0.013152503023206918, 0.0019611495939666672, 4.688020815610754e-06, -3.4781124909645404, 0.016144053426545346, 0.5075135211292026, 0.0018570507807501267, 34.719181690028975, 1.0857390515912222, 10.507359299115938, 0.000511704806211565
2018baz, 246.055791666667, 25.2720555555556, 0.1, 0.10112165282133856, 58205.48932870012, 58278.18069439987, ZTF, 58214.706456891174, 0.2936024627852021, 7.66485086204318e-05, 5.301641271011378e-06, -3.5856386936474367, 0.29770021302991845, 1.1083071560767956, 0.05760380545255517, 36.4323826821693, 1.0867269272507034, 8.666571789473174, 0.1010321439244665
2018jag, 15.951294449789689, 10.592351746809557, 0.04, 0.04098889646986792, 58448.37828555, 58492.23770405, ATLAS-ZTF, 58453.68260618622, 0.2804376016938477, 0.00047320409030680627, 4.5210716915734395e-05, -0.7239842460767987, 0.15963209016384067, 0.5279310394905129, 0.06928611369587886, 36.6233746877936, 1.086062613462836, 11.024363619703006, 0.0011197732616178959
2018lph, 250.902241666667, 33.5336, 0.08, 0.07935550115932011, 58204.446608799975, 58600.39467590023, ZTF, 58311.44534338365, 0.07945791876409203, 0.00029760165352747236, 3.2301947393735196e-06, -2.0736002049625704, 0.1100731105027819, 0.12461810290927029, 0.010452246157831548, 38.12228887222717, 1.0858679888852545, 10.34149581173226, 0.004396506937327917
2019bwi, 141.354254166667, 65.4675027777778, 0.02968, 0.028575857456268894, 58260.17395830015, 58855.49312500004, ZTF, 58569.77719313317, 0.09400735226881807, 0.0005643164276300817, 7.792387084427766e-06, 0.1749483587280687, 0.08404680247041219, 0.6067224114956337, 0.01043834495559536, 36.334927579983386, 1.0858135267903022, 8.839761027821579, 0.012505917069982822
2019cp, 163.7085070947211, -7.38096439111269, 0.05, 0.0488616744478223, 58486.59136235, 58610.37815865, ATLAS-ZTF, 58492.28640908872, 0.31079080617564614, 0.000256121371195039, 1.0751498996725495e-05, -2.56132705223004, 0.1639545046378943, 0.363571667703476, 0.03480950223912797, 37.49855884565889, 1.0860390095359773, 10.54711612988143, 0.0023269572276193662
2019luv, 328.812516666667, -12.1489944444444, 0.06, 0.06129423498119713, 58429.1904397998, 58812.13802079996, ZTF, 58691.4862426821, 0.31704306017854833, 0.00023593386364644694, 9.212899297043033e-06, -2.5828934346539563, 0.3558876459523228, 0.5173023803049801, 0.029587497578109016, 37.12628051180149, 1.0871101552836722, 9.828101197306356, 0.006206509407890266
2019moq, 6.61545160003238, 38.1232395512729, 0.0596, 0.05898991843788215, 58400.27783560008, 58987.46677079983, ZTF, 58695.23748400717, 0.06926596819903352, 0.0004482881778904764, 3.7411040537693734e-06, -2.440533214997024, 0.08696736662015736, 0.17089428851355315, 0.007822568332491737, 37.4834402234739, 1.0858183957754348, 10.979192644467481, 0.0047669442378859665
2019noh, 346.419825, 27.6659805555556, 0.0249, 0.023764828193999943, 58426.24295140011, 58967.492083299905, ZTF, 58716.08389274418, 0.12164560887686093, 0.00013174277829290952, 4.654098024140107e-06, -3.451369998544094, 0.10900596716504762, 1.3266399842879035, 0.024405157965220383, 35.21423619220051, 1.0858707113551513, 10.77252153435704, 0.0007017531518671983
2020abmg, 123.85227076813287, -6.9577406494725675, 0.04, 0.038915842160500924, 59160.58267665, 59676.79681605, ATLAS-ZTF, 59191.27495089836, 0.2634588106557203, 0.0005434761410427787, 1.55420095104843e-05, -0.5518277544155514, 0.28516377900124346, -0.2985152704636201, 0.029061047460623723, 38.962194651981854, 1.0866215800552304, 11.273524100202275, 0.0013318939814542631
2020abpe, 24.102259033033917, 22.049853890014997, 0.05, 0.05107481823127413, 59185.43413395, 59613.26274815, ATLAS-ZTF, 59193.129309339885, 0.20930639582002186, 0.0003247889507633957, 8.895289555791366e-06, -1.93629864512883, 0.163566539595132, 0.4008949404338518, 0.022842506911961838, 37.22507626921785, 1.0860302046263985, 10.649515955931236, 0.0029270517243323553
2020acbx, 131.588323927133, -12.656028038917848, 0.051, 0.050877911114622254, 59187.55942165, 59503.64067935, ATLAS-ZTF, 59194.674110483524, 0.37231779214562266, 0.00021395182498551066, 1.1289144989500234e-05, -3.126691434109598, 0.36299079483610464, 0.39344841826807025, 0.04688510690668728, 37.51834993584272, 1.0871793726788501, 10.202182551202336, 0.003249982662315169
2020mfd, 259.0307883569117, 40.786711283988375, 0.048, 0.04774268549878924, 59010.44736155, 59062.36462975, ATLAS-ZTF, 58983.99619675324, 9.936705464497209e-05, 4.81700745333469e-05, 1.8387311848657315e-06, 4.999999998085059, 0.0004809636879894441, 1.526314541992763, 0.024373126065214846, 37.00463936882629, 1.0857426112284432, 10.501635412079967, 0.0016352035078946753
2020vae, 270.744675, 52.115075, 0.04846, 0.0484478955575085, 58854.57377310004, 59401.25732639991, ZTF, 59134.46398986039, 0.16962096889983513, 0.00040978621408449534, 1.0783296856661675e-05, -3.254012855626872, 0.24949376987182315, 0.40723262448907094, 0.022872773329435898, 36.75218945237416, 1.0864126731548671, 10.61938683424752, 0.015165662741275331
2021abzd, 10.8995375, 30.592322222222222, 0.018086, 0.018939170072648226, 59217.20123839984, 59803.38336810004, ZTF, 59519.11500542606, 0.026719175384641858, 0.004220066366140362, 1.6588063472164693e-05, -3.1913367920015014, 0.033074744546732315, 0.2817609191251597, 0.0029908393682585572, 34.6037797296506, 1.085748094048781, 10.78600418510209, 0.0005559682094218451
2021bmu, 19.51915847593583, 14.553705080213907, 0.053, 0.05258805873673067, 59231.23734385, 59257.24554225, ATLAS-ZTF, 59241.1627623219, 0.254120230791159, 0.00025085918712062713, 2.4176979624599678e-05, -3.1847633718851998, 0.37353271765730645, 0.5147236602104449, 0.06806965024318291, 36.975279670032684, 1.087289175751193, 10.270301179807593, 0.004885489470990093
2021fnr, 219.50783765468793, 10.184075515070733, 0.026949, 0.026650982879807605, 59287.61540915, 59336.39578095, ATLAS-ZTF, 59292.6628572112, 0.11392411985070794, 0.0005812687363650098, 7.059790436616582e-06, -2.68637765304028, 0.06724533986741821, 0.5163845145989643, 0.009371683069464651, 36.13421595311967, 1.0857858979984114, 10.287436116011223, 0.0011406832616291658
2021jvp, 215.1956051172468, -19.78613155067654, 0.044, 0.04374277095958701, 59319.52496935, 59624.06991465, ATLAS-ZTF, 59326.94897580982, 0.3369819922845636, 0.0002666726056925585, 1.9738217896176295e-05, -2.3260814668076657, 0.36843685243796365, 0.49176322734659234, 0.05100768142590846, 37.10870910686627, 1.0872266014491, 10.95457116086164, 0.0010071414066509068
2021qqr, 257.3738166666666, -22.44768611111111, 0.0309549998, 0.032063264086134025, 59320.46214119997, 59455.16781250015, ZTF, 59393.24912596157, 0.20371079311371432, 0.0003871461239911764, 1.9604478428779718e-05, -2.467371051090174, 0.20790763042386917, 0.6723692878177666, 0.033401316728952676, 36.14414446254854, 1.086214108817023, 8.573645842354992, 0.09099381995104013
2021uef, 297.40179583333327, 42.23985277777778, 0.0304, 0.029337656141941837, 59125.12267359998, 59689.47050930001, ZTF, 59432.07180244487, 0.1688219194948033, 0.00022655504681084193, 5.834914016616847e-06, -1.018948857804377, 0.1970404681361434, 0.7668769699077587, 0.02163152610801993, 36.665873101675274, 1.0861597088334323, 10.32612457784449, 0.004322392798212673
2021uve, 29.135696203526695, 3.8604084062493347, 0.055, 0.05386559331046348, 59428.58149315, 59596.26493355, ATLAS-ZTF, 59438.644306104456, 0.17745252206805162, 0.00040933749213606705, 9.226045969074112e-06, -1.1576199013431576, 0.14637149179729914, 0.2562778598189622, 0.0182714865788047, 37.523972321659954, 1.0859707409190273, 7.813528673239915, 0.07763466766209964
2021xfm, 318.7536126075913, 21.91020380379556, 0.04, 0.03936905527272905, 59445.35794685, 59465.45646065, ATLAS-ZTF, 59423.50213551103, 0.23449810326565057, 0.00019029461563346964, 1.3588823681787852e-05, 4.99999999960393, 0.02778439928360754, 0.6409958034185733, 0.052794457128363385, 38.151266255393864, 1.0857745734176294, 10.643884474652957, 0.0019805168293122876
2021zqs, 45.879972978556346, 27.68219875824718, 0.036465, 0.03762170137095855, 59485.61957435, 59529.44588875, ATLAS-ZTF, 59489.107896166985, 0.2218498829715827, 0.00020512309192358038, 1.1513927569851192e-05, -2.9213432911759325, 0.16100800098426338, 0.8266337215830086, 0.04139566475114761, 36.30462960056442, 1.0860340993768596, 11.368436726427328, 0.0012292703565977665
2022bsi, 228.61520416666664, 50.31702777777778, 0.0369, 0.03781294645749034, 59324.2861227002, 59847.138553199824, ZTF, 59600.50932005604, 0.263925188970461, 0.0004770638793386128, 2.7469531471687983e-05, 4.999999998344274, 0.0538680732303316, 0.3198039240928181, 0.041325883838436, 38.110542967433574, 1.0857858962069369, 8.100583359671944, 0.1587618649984901
2022dsu, 211.37838920703345, 15.720950635018797, 0.07, 0.07024719463802476, 59610.62636385, 59688.50373495, ATLAS-ZTF, 59646.81789972447, 1.6787835193099454e-05, 0.00037300133809637325, 1.540557392866505e-05, -2.524965845226608, 0.18286473632570743, 0.1432308711733524, 0.03294876580702899, 37.752576255110085, 1.0861083303059784, 10.258346269556945, 0.0036019101922798984
2022oux, 334.1940942600142, 86.93250326590747, 0.019, 0.019417363132287146, 59773.48685265, 59811.56165795, ATLAS-ZTF, 59780.40735445114, 0.13271109586275998, 0.00011461239707332705, 7.5543459146202595e-06, -3.514054381198845, 0.18243203178553213, 1.3474897334936262, 0.046303025463651504, 35.29375128455705, 1.086118032211428, 10.768114423095657, 0.0017432402130689096
2022rey, 268.3069708333333, 42.788525, 0.04, 0.040563956881262575, 59540.13131939992, 60099.42224540003, ZTF, 59810.84616327616, 0.16858250380755635, 0.00023846622500297716, 6.782888472086211e-06, -3.274464299296076, 0.19118109269514494, 0.5607637417343326, 0.022369604746119775, 36.879363819998126, 1.0861355458866604, 10.665653521436408, 0.0016239326144556986
2022ubt, 289.1201163647384, 41.889354239490345, 0.052, 0.05124671990982543, 59833.34053935, 59843.35851895, ATLAS-ZTF, 59843.12447478886, 0.18570072593502118, 0.0005090589671678459, 6.792689135310712e-06, -2.814708133483665, 0.17384178089869273, 0.21218269944585746, 0.015584088004549025, 37.16512498116087, 1.0860645625771668, 10.387851541544412, 0.0032791740061456085
2022xhh, 64.17339308094819, -12.18356267210426, 0.0315, 0.03261128701850935, 59838.59263395, 60014.10670815, ATLAS-ZTF, 59868.67985338536, 0.09407193499646382, 0.0005654484242689064, 1.5144046700346123e-05, -3.5116218439567963, 0.10412988740695073, 0.5634563239042243, 0.020720850329784782, 35.89763951723574, 1.0858577170292485, 10.79645631191364, 0.0017011828138871884
2022zvu, 148.46274583333332, -7.792683333333334, 0.019323, 0.01986441195336064, 59625.31541670021, 60081.21770829987, ZTF, 59897.12828345441, 0.08381796141839004, 0.0014186594782861512, 2.1386485162065028e-05, -2.6460015722388333, 0.08311261510864121, 0.5702336071122387, 0.01089377527151495, 35.01117020027128, 1.0858119482113169, 10.542607440652626, 0.0012099832400037588
2023bhm, 70.72920636772062, 0.6183744592240744, 0.015419, 0.01577847441128255, 59976.83921515, 60044.99866465, ATLAS-ZTF, 60014.50222748377, 0.00010526685218792409, 0.0007679299512403123, 2.5855603436067305e-05, 4.9999999340765235, 0.10404424945777357, 1.5682714813858214, 0.025172844196688415, 33.87324695908531, 1.0858597272189696, 10.944880130229151, 0.0007042302707270253
2023fwb, 320.9141590918043, 39.58090292249856, 0.027, 0.028238289905181402, 60050.60428095, 60170.48626405, ATLAS-ZTF, 60058.412780051316, 0.15395109301971388, 0.0006753692126236948, 2.712057384803491e-05, -1.9475229222907242, 0.18039996284751325, 0.39539847282969937, 0.03020320038369192, 36.44488839634364, 1.0860968127749349, 8.083420755485886, 0.029802813525155545
2023sps, 356.06325290770553, -23.52918120588744, 0.049, 0.04796493393555279, 60184.21710425, 60313.06299895, ATLAS-ZTF, 60207.75167788123, 0.4067115250400093, 0.00026139870243137406, 1.3396141104390732e-05, -3.2166016093488725, 0.5612463638443472, 0.40702408761875275, 0.058949768733386344, 37.24666960407521, 1.0891640052764269, 10.404162102271735, 0.0019997084090541987
2023vjh, 60.663261124483185, 25.233542294649613, 0.019, 0.020085801640856715, 60235.49047755, 60287.42146725, ATLAS-ZTF, 60247.05659365531, 0.06525995084302849, 0.0003843411350241853, 1.060612357054086e-05, -2.8435717480246687, 0.08151254047644851, 0.9824622809492787, 0.019857084212191484, 35.17040375444369, 1.0858120799034703, 10.650404500305129, 0.002056533560023752
2024fid, 186.078606372614, 10.446274608993297, 0.06, 0.05961977827810072, 60396.48231675, 60444.91561425, ATLAS-ZTF, 60407.19111607535, 4.665800588554703e-05, 0.00010398854861564982, 3.7280989132685536e-06, 1.886664543704818, 0.9478609985988096, 1.0716428324070384, 0.03236408044633302, 37.047700242781715, 1.0953899847646738, 10.486180726114952, 0.0015869039746378127
