ra, dec, objname, z, discoverydate
72.76725099833224, -5.956904257359554, 2021wzb, 0.0478, 59452.56799999997
148.46274583333332, -7.792683333333334, 2022zvu, 0.019323, 59893.44105319446
17.785216666666667, -13.944155555555556, 2023abdv, 0.052, 60303.0716599999
145.3088625, 26.088575, 2020acoo, 0.044125, 59194.53200000012
211.3781958333333, 15.720977777777778, 2022dsu, 0.07, 59637.37084489595
45.880016666666656, 27.682208333333335, 2021zqs, 0.036465, 59484.38899999997
289.1199583333333, 41.889291666666665, 2022ubt, 0.052, 59835.362840000074
60.66323761258093, 25.233483796515177, 2023vjh, 0.019, 60234.34241900453
341.8629958333333, -25.664816666666667, 2022omn, 0.05, 59767.042870000005
9.47300416666667, -21.4719305555556, 2020aclx, 0.06, 59193.211999999825
64.1733759834313, -12.18359033747551, 2022xhh, 0.0315, 59861.3630400002
356.063375, -23.529138888888887, 2023sps, 0.049, 60202.404097198974
186.634530580755, 31.4283877648021, 2021gel, 0.06, 59291.503000000026
244.12544381213974, 21.25148280005454, 2022rjs, 0.037, 59808.24141200213
95.394875, -27.2148638888889, 2017fzw, 0.0054, 57974.892997685354
77.77631949389749, -1.0803024787910513, 2023dk, 0.02844, 59952.90434999997
210.563370833333, 9.78331944444444, 2019ahh, 0.0225, 58513.08999999985
227.356333333333, 25.4715444444444, 2018ame, 0.022, 58177.64500000002
35.4244125, -25.9271527777778, 2019op, 0.04, 58493.28899305547
32.76211249999999, 36.481725000000004, 2021twa, 0.012128969342354, 59415.41372000007
141.354254166667, 65.4675027777778, 2019bwi, 0.02968, 58556.195405092556
194.72341311837167, 28.127056581644503, 2023ex, 0.023376, 59953.615029999986
22.491958333333333, 19.43908888888889, 2021agej, 0.04, 59557.2790000001
342.641791666667, -1.54236111111111, 2016brx, 0.010167, 57497.721423611045
76.34879317253565, -11.882223304643725, 2022xkq, 0.007735, 59865.37346999999
10.8995375, 30.592322222222222, 2021abzd, 0.018086, 59509.41800000006
257.3738166666666, -22.44768611111111, 2021qqr, 0.0309549998, 59384.317189999856
201.241558333333, -24.1807694444444, 2021jbp, 0.042, 59315.39999999991
55.288069676415056, -2.848554874720014, 2022abom, 0.036, 59907.41519000009
185.44816295200465, 10.59142716377714, 2023fot, 0.026467, 60048.15253000008
123.852270833333, -6.95770555555556, 2020abmg, 0.04, 59186.53299999982
334.19412499999993, 86.9324888888889, 2022oux, 0.019, 59772.424027801026
296.989933333333, 3.94511111111111, 2019exc, 0.06, 58612.578993055504
317.81558333333334, 37.88565, 2022vxf, 0.028, 59846.01099999994
219.50787920719074, 10.184031423141269, 2021fnr, 0.026949, 59287.61500000022
318.75354999999996, 21.91009722222222, 2021xfm, 0.04, 59453.41800000006
250.836370833333, 61.5948666666667, 2021bls, 0.019, 59246.55899999989
259.030995833333, 40.7865361111111, 2020mfd, 0.048, 59011.28065000009
129.5441005730084, 25.101551215538002, 2023cvq, 0.0286, 60013.21993060177
212.204729166667, 35.6142777777778, 2019cdc, 0.02777, 58567.50599537045
24.1023333333333, 22.0498027777778, 2020abpe, 0.05, 59188.196229999885
39.5949166666667, -11.7391611111111, 2018hkw, 0.027, 58407.24000000022
167.98247973984218, 3.1336757091326715, 2024bjb, 0.0298, 60340.55316000013
246.301958333333, 40.8401583333333, 2018eyi, 0.03038, 58338.32199074095
214.2615914779307, 10.821962036527848, 2023omo, 0.025, 60160.26733000018
175.283166666667, 24.8196111111111, 2018ast, 0.012, 58216.523993055336
184.881, 49.81785, 2016iuh, 0.013696, 57731.252997685224
178.79437916666663, -7.843080555555555, 2021mab, 0.021, 59343.288000000175
6.61545160003238, 38.1232395512729, 2019moq, 0.0596, 58688.40399305569
268.3069708333333, 42.788525, 2022rey, 0.04, 59802.40891000023
92.63880416666666, -14.538880555555556, 2021zsz, 0.035746, 59484.61100000003
19.5190582901647, 14.5536782776485, 2021bmu, 0.053, 59245.21400000015
184.50780833333332, -20.857608333333335, 2021pom, 0.032269, 59377.273000000045
1.1623624999999997, -8.099930555555556, 2022xnq, 0.0286, 59866.341030104086
215.19557977001816, -19.786138140517604, 2021jvp, 0.044, 59317.50999999978
29.13569565786243, 3.8603580474646884, 2021uve, 0.055, 59427.44700000016
186.07860833333334, 10.446222222222222, 2024fid, 0.06, 60398.4303799998
46.5270791666667, 13.9134527777778, 2020yo, 0.09, 58863.27000000002
204.84552948937275, 51.049656027986266, 2023mkp, 0.015293, 60132.30095000006
270.744675, 52.115075, 2020vae, 0.04846, 59125.12032407429
328.812516666667, -12.1489944444444, 2019luv, 0.06, 58690.38065972226
297.40179583333327, 42.23985277777778, 2021uef, 0.0304, 59422.39160879608
15.9512916666667, 10.5923611111111, 2018jag, 0.04, 58447.441342592705
163.939433333333, 24.0276555555556, 2021cad, 0.041546, 59251.44556999998
28.936116576208455, -25.24875961236597, 2022skw, 0.07, 59813.255350000225
138.75348827764117, 22.589551264070604, 2022aaok, 0.027214, 59900.41000000015
228.61520416666664, 50.31702777777778, 2022bsi, 0.0369, 59619.508182870224
28.936148073710967, -25.248763345321876, 2022skw, 0.07, 59813.255350000225
125.68025, 22.554694, 2007ax, None, 54180.0
75.2662665141492, -38.44859297589741, 2020aejj, 0.056, 59205.38499999978
95.3950462707182, -27.214862455932412, 2017fzw, 0.0054, 57974.892997685354
163.7085070947211, -7.38096439111269, 2019cp, 0.05, 58487.435451388825
1.1623692719153491, -8.099926680164582, 2022xnq, 0.0286, 59866.341030104086
19.51915847593583, 14.553705080213907, 2021bmu, 0.053, 59245.21400000015
358.86536871987545, -34.87484410425709, 2021oyx, 0.049921, 59371.14999999991
15.951294449789689, 10.592351746809557, 2018jag, 0.04, 58447.441342592705
194.72340272630746, 28.126949858724423, 2023ex, 0.023376, 59953.615029999986
138.75348383900604, 22.589561981475406, 2022aaok, 0.027214, 59900.41000000015
16.88778656365311, 32.4082286103301, 2017hle, 0.015, 58044.68439814821
186.078606372614, 10.446274608993297, 2024fid, 0.06, 60398.4303799998
227.3563931337691, 25.471542558881964, 2018ame, 0.022, 58177.64500000002
307.78867051880843, -44.26245447262259, 2023jah, 0.03, 60085.133479999844
9.472744000000002, -21.471927999999995, 2020aclx, 0.06, 59193.211999999825
92.63879631704842, -14.538870149377928, 2021zsz, 0.035746, 59484.61100000003
289.1201163647384, 41.889354239490345, 2022ubt, 0.052, 59835.362840000074
10.074032578559928, 2.7566803332949923, 2024luo, 0.017, 60480.57600999996
55.288120413239035, -2.8485375859548903, 2022abom, 0.036, 59907.41519000009
221.2905622978074, 9.273927894946588, 2018efn, 0.024, 58325.280995370355
131.588323927133, -12.656028038917848, 2020acbx, 0.051, 59188.44001000002
212.20472173447806, 35.6142343137112, 2019cdc, 0.02777, 58567.50599537045
17.78523155404982, -13.944130611739116, 2023abdv, 0.052, 60303.0716599999
76.3487977104891, -11.882253212859856, 2022xkq, 0.007735, 59865.37346999999
22.491984809554648, 19.43918211115813, 2021agej, 0.04, 59557.2790000001
195.07903069437515, -33.62975678539297, 2020dq, 0.046, 58851.59099537041
72.76727135859213, -5.956928904982985, 2021wzb, 0.0478, 59452.56799999997
162.8512114449619, 8.558299085325991, 2024jhk, 0.02315, 60456.31796000013
246.30204266284116, 40.84025346715421, 2018eyi, 0.03038, 58338.32199074095
90.91673359893066, -26.663158950760224, 2021aare, 0.0404, 59493.586999999825
250.83634089611053, 61.594851830280966, 2021bls, 0.019, 59246.55899999989
356.06325290770553, -23.52918120588744, 2023sps, 0.049, 60202.404097198974
77.7763019006191, -1.0802048956828456, 2023dk, 0.02844, 59952.90434999997
264.7369415088767, 74.82995898557314, 2022ydr, 0.024931, 59870.22200000007
219.50783765468793, 10.184075515070733, 2021fnr, 0.026949, 59287.61500000022
74.75937846380604, -0.4419266446851301, 2022aecb, 0.015, 59939.14084000001
97.9791536881518, 35.55658245184793, 2021agnf, 0.027, 59571.586999999825
195.0605280377852, 27.95679209010926, 2019be, 0.02, 58485.62699074065
341.8629271758788, -25.66482783660629, 2022omn, 0.05, 59767.042870000005
145.70094821679152, -3.607061832271141, 2022ihz, 0.006, 59694.311110000126
211.37838920703345, 15.720950635018797, 2022dsu, 0.07, 59637.37084489595
240.66641094775812, 15.76214896375523, 2021diu, 0.037372, 59264.49868060183
178.79425241592884, -7.843156338771086, 2021mab, 0.021, 59343.288000000175
24.102259033033917, 22.049853890014997, 2020abpe, 0.05, 59188.196229999885
190.6517101224863, -40.74634151127974, 2019so, 0.015, 58497.61199074052
203.1880694320544, -13.047160534577925, 2023acdv, 0.023, 60308.59787999978
45.879972978556346, 27.68219875824718, 2021zqs, 0.036465, 59484.38899999997
123.85227076813287, -6.9577406494725675, 2020abmg, 0.04, 59186.53299999982
129.54407756604917, 25.101520167165358, 2023cvq, 0.0286, 60013.21993060177
320.9141590918043, 39.58090292249856, 2023fwb, 0.027, 60050.60427000001
185.44815147159014, 10.59147506777273, 2023fot, 0.026467, 60048.15253000008
21.466737391119896, -1.3671980789344114, 2018ctv, None, 58290.18000000017
259.0307883569117, 40.786711283988375, 2020mfd, 0.048, 59011.28065000009
190.8843573053826, -41.36601790283661, 2022an, 0.007, 59583.25
35.424387026612415, -25.927123010010185, 2019op, 0.04, 58493.28899305547
163.93951567951174, 24.02772392247501, 2021cad, 0.041546, 59251.44556999998
60.663261124483185, 25.233542294649613, 2023vjh, 0.019, 60234.34241900453
160.87564546077388, 19.082951470611572, 2022fjx, 0.046, 59664.31330000004
201.24160193091643, -24.180784840289967, 2021jbp, 0.042, 59315.39999999991
64.17339308094819, -12.18356267210426, 2022xhh, 0.0315, 59861.3630400002
39.59514195668058, -11.738924787800649, 2018hkw, 0.027, 58407.24000000022
96.72038766520177, -24.614797554209087, 2023yrs, 0.023312, 60281.57477999991
249.97841470704753, 37.18227102118413, 2024jih, 0.0311, 60457.004399999976
29.135696203526695, 3.8604084062493347, 2021uve, 0.055, 59427.44700000016
244.12571260124486, 21.251364192883027, 2022rjs, 0.037, 59808.24141200213
241.8473002365691, 13.892682894778675, 2020nta, 0.033953, 59029.2143981019
215.1956051172468, -19.78613155067654, 2021jvp, 0.044, 59317.50999999978
170.4280959305194, 34.358305929851426, 2022yv, 0.035426, 59588.66900000023
70.72920636772062, 0.6183744592240744, 2023bhm, 0.015419, 59977.1379999998
145.30888148708254, 26.088601383976407, 2020acoo, 0.044125, 59194.53200000012
32.76230999624126, 36.48174990615482, 2021twa, 0.012128969342354, 59415.41372000007
139.17509236444656, 18.965033597613104, 2019ecx, 0.029, 58599.31399305537
167.9824902652031, 3.1337018866174584, 2024bjb, 0.0298, 60340.55316000013
318.7536126075913, 21.91020380379556, 2021xfm, 0.04, 59453.41800000006
214.2615808939578, 10.821996814290793, 2023omo, 0.025, 60160.26733000018
296.9899108210265, 3.9450551794102067, 2019exc, 0.06, 58612.578993055504
240.27615202948147, 19.45021417211042, 2020fhs, 0.01438, 58937.5290000001
175.28319910299444, 24.819698025713883, 2018ast, 0.012, 58216.523993055336
204.8457138175562, 51.04977363195092, 2023mkp, 0.015293, 60132.30095000006
334.1940942600142, 86.93250326590747, 2022oux, 0.019, 59772.424027801026
186.63443073399623, 31.42834243488069, 2021gel, 0.06, 59291.503000000026
184.5078288184616, -20.85760188127875, 2021pom, 0.032269, 59377.273000000045
50.55047833824845, -42.884710249173125, 2022ywc, 0.058, 59880.12560999999
